trial,coherence,rt,response,correct,v,a
323,0.1,0.6270000000000002,1,True,0.5,1.5
324,0.1,0.6460000000000002,1,True,0.5,1.5
325,0.1,0.6990000000000003,0,False,0.5,1.5
326,0.1,0.9470000000000005,1,True,0.5,1.5
327,0.1,0.8350000000000004,1,True,0.5,1.5
328,0.1,0.4620000000000001,1,True,0.5,1.5
329,0.1,0.6400000000000002,0,False,0.5,1.5
330,0.1,0.8820000000000003,1,True,0.5,1.5
331,0.1,0.5060000000000001,1,True,0.5,1.5
332,0.1,0.44000000000000006,1,True,0.5,1.5
333,0.1,0.6040000000000002,0,False,0.5,1.5
334,0.25,1.2580000000000007,1,True,1.5,1.5
335,0.25,0.7800000000000004,1,True,1.5,1.5
336,0.25,0.5470000000000002,1,True,1.5,1.5
337,0.25,1.1280000000000006,1,True,1.5,1.5
338,0.25,0.8210000000000004,1,True,1.5,1.5
339,0.25,0.4700000000000001,1,True,1.5,1.5
340,0.25,0.8490000000000004,1,True,1.5,1.5
341,0.25,2.1259999999999097,1,True,1.5,1.5
342,0.25,0.42800000000000005,0,False,1.5,1.5
343,0.25,0.45100000000000007,1,True,1.5,1.5
344,0.25,1.0530000000000006,1,True,1.5,1.5
345,0.25,0.5030000000000001,1,True,1.5,1.5
346,0.25,1.3349999999999969,1,True,1.5,1.5
347,0.25,1.2360000000000007,1,True,1.5,1.5
348,0.25,1.1730000000000007,1,True,1.5,1.5
349,0.25,0.44100000000000006,1,True,1.5,1.5
350,0.25,0.44600000000000006,1,True,1.5,1.5
351,0.25,0.5950000000000002,1,True,1.5,1.5
352,0.25,0.7820000000000004,1,True,1.5,1.5
353,0.25,0.45400000000000007,1,True,1.5,1.5
354,0.25,0.5200000000000001,0,False,1.5,1.5
355,0.25,0.5840000000000002,1,True,1.5,1.5
356,0.25,0.5030000000000001,1,True,1.5,1.5
357,0.25,0.4960000000000001,1,True,1.5,1.5
358,0.25,0.5740000000000002,1,True,1.5,1.5
359,0.25,0.5040000000000001,1,True,1.5,1.5
360,0.25,1.0500000000000005,1,True,1.5,1.5
361,0.25,1.3629999999999938,1,True,1.5,1.5
362,0.25,0.5330000000000001,1,True,1.5,1.5
363,0.25,1.2690000000000008,1,True,1.5,1.5
364,0.25,0.8900000000000003,1,True,1.5,1.5
365,0.25,0.44600000000000006,1,True,1.5,1.5
366,0.25,0.5220000000000001,1,True,1.5,1.5
367,0.25,0.6370000000000002,1,True,1.5,1.5
368,0.25,0.5240000000000001,1,True,1.5,1.5
369,0.25,0.5240000000000001,1,True,1.5,1.5
370,0.25,0.5320000000000001,1,True,1.5,1.5
371,0.25,0.6340000000000002,1,True,1.5,1.5
372,0.25,0.5980000000000002,0,False,1.5,1.5
373,0.25,0.5530000000000002,1,True,1.5,1.5
374,0.25,0.7460000000000003,1,True,1.5,1.5
375,0.25,1.1120000000000005,1,True,1.5,1.5
376,0.25,0.8210000000000004,1,True,1.5,1.5
377,0.25,0.5340000000000001,1,True,1.5,1.5
378,0.25,1.0380000000000005,1,True,1.5,1.5
379,0.25,0.4960000000000001,1,True,1.5,1.5
380,0.25,0.5180000000000001,1,True,1.5,1.5
381,0.25,0.39300000000000007,0,False,1.5,1.5
382,0.25,0.6520000000000002,1,True,1.5,1.5
383,0.25,0.4740000000000001,1,True,1.5,1.5
384,0.25,1.324999999999998,1,True,1.5,1.5
385,0.25,0.4820000000000001,1,True,1.5,1.5
386,0.25,1.424999999999987,1,True,1.5,1.5
387,0.25,0.44700000000000006,1,True,1.5,1.5
388,0.25,0.5200000000000001,1,True,1.5,1.5
389,0.25,0.5200000000000001,1,True,1.5,1.5
390,0.25,1.0080000000000005,1,True,1.5,1.5
391,0.25,0.5500000000000002,1,True,1.5,1.5
392,0.25,0.6380000000000002,1,True,1.5,1.5
