rt,correct,model,final_boundary
486.0000000000001,0,Adaptive DDM,1.5611751875171875
950.0000000000005,1,Adaptive DDM,1.3850873878954388
694.0000000000002,0,Adaptive DDM,1.4670537504346952
1391.999999999996,0,Adaptive DDM,1.3002230744529217
638.0000000000001,1,Adaptive DDM,1.4895790862346976
761.0000000000003,0,Adaptive DDM,1.442475584983006
563.0000000000001,1,Adaptive DDM,1.5228691990182759
819.0000000000003,1,Adaptive DDM,1.4231050440478399
790.0000000000002,1,Adaptive DDM,1.432579693094071
542.0000000000001,1,Adaptive DDM,1.5328814437683687
1388.9999999999961,1,Adaptive DDM,1.3006299931683944
502.0000000000001,1,Adaptive DDM,1.5528473171945842
645.0000000000002,1,Adaptive DDM,1.4866588638263711
1714.9999999999604,1,Adaptive DDM,1.2655778760160534
799.0000000000003,1,Adaptive DDM,1.4295950588474606
501.0000000000001,1,Adaptive DDM,1.553361974066532
1216.0000000000007,1,Adaptive DDM,1.3274820092021034
879.0000000000003,1,Adaptive DDM,1.4047633454939197
509.0000000000001,1,Adaptive DDM,1.549266253847572
593.0000000000002,1,Adaptive DDM,1.5091021664046107
527.0000000000001,1,Adaptive DDM,1.5402286220523835
853.0000000000003,0,Adaptive DDM,1.4125091779415355
751.0000000000003,1,Adaptive DDM,1.4459890035204312
540.0000000000001,1,Adaptive DDM,1.5338515425202277
526.0000000000001,1,Adaptive DDM,1.540724336678485
744.0000000000002,0,Adaptive DDM,1.4484799426021138
698.0000000000002,0,Adaptive DDM,1.465516045659524
800.0000000000002,0,Adaptive DDM,1.4292659131801546
1222.0000000000007,0,Adaptive DDM,1.326429414898652
698.0000000000002,1,Adaptive DDM,1.465516045659524
456.00000000000006,1,Adaptive DDM,1.577339029851646
1752.9999999999561,0,Adaptive DDM,1.2624985320727524
576.0000000000002,1,Adaptive DDM,1.5168273491237958
856.0000000000003,0,Adaptive DDM,1.4115999339740741
424.00000000000006,1,Adaptive DDM,1.5954013306757067
698.0000000000002,0,Adaptive DDM,1.465516045659524
449.00000000000006,1,Adaptive DDM,1.5812164102890172
550.0000000000001,1,Adaptive DDM,1.529030021195545
984.0000000000005,1,Adaptive DDM,1.376381810196273
766.0000000000002,1,Adaptive DDM,1.4407385401561241
632.0000000000001,1,Adaptive DDM,1.492106655009229
662.0000000000001,0,Adaptive DDM,1.479693251797182
578.0000000000002,1,Adaptive DDM,1.5159082464198075
557.0000000000001,1,Adaptive DDM,1.5256977311112931
908.0000000000003,1,Adaptive DDM,1.396472767319545
993.0000000000005,1,Adaptive DDM,1.3741507493037821
594.0000000000002,1,Adaptive DDM,1.5086538494767592
1059.0000000000007,1,Adaptive DDM,1.3586783441985022
646.0000000000001,1,Adaptive DDM,1.486244186616291
666.0000000000001,1,Adaptive DDM,1.47807993707052
1235.0000000000007,1,Adaptive DDM,1.3241810342644218
644.0000000000001,0,Adaptive DDM,1.4870741635190114
532.0000000000001,1,Adaptive DDM,1.5377611718912567
566.0000000000001,0,Adaptive DDM,1.5214644506769737
638.0000000000001,0,Adaptive DDM,1.4895790862346976
1166.0000000000007,1,Adaptive DDM,1.3366319957330297
1179.0000000000007,1,Adaptive DDM,1.3341865919909608
631.0000000000002,1,Adaptive DDM,1.4925301325204743
688.0000000000001,0,Adaptive DDM,1.4693776761679294
925.0000000000003,1,Adaptive DDM,1.3917778266507639
560.0000000000001,1,Adaptive DDM,1.5242802829715496
726.0000000000002,0,Adaptive DDM,1.4550066146342968
650.0000000000001,1,Adaptive DDM,1.4845916839620608
607.0000000000002,1,Adaptive DDM,1.5028865136872052
813.0000000000003,1,Adaptive DDM,1.4250316461491799
963.0000000000005,1,Adaptive DDM,1.3817062569966474
549.0000000000001,1,Adaptive DDM,1.529508925315634
674.0000000000001,1,Adaptive DDM,1.4748822026051873
632.0000000000001,1,Adaptive DDM,1.492106655009229
597.0000000000002,1,Adaptive DDM,1.5073129264936325
589.0000000000002,1,Adaptive DDM,1.5109021740258826
822.0000000000003,0,Adaptive DDM,1.4221482258053006
542.0000000000001,1,Adaptive DDM,1.5328814437683687
668.0000000000001,0,Adaptive DDM,1.47727690241357
603.0000000000002,1,Adaptive DDM,1.5046491152863242
1063.0000000000007,0,Adaptive DDM,1.3577889449991054
1458.9999999999886,1,Adaptive DDM,1.2915964053313322
864.0000000000003,0,Adaptive DDM,1.4091951920746155
708.0000000000002,1,Adaptive DDM,1.4617119073393585
473.0000000000001,1,Adaptive DDM,1.568090306966949
990.0000000000005,1,Adaptive DDM,1.3748910921978326
944.0000000000003,1,Adaptive DDM,1.3866702867467762
654.0000000000001,0,Adaptive DDM,1.4829490666381093
538.0000000000001,1,Adaptive DDM,1.5348245559381553
849.0000000000005,1,Adaptive DDM,1.4137278854756667
841.0000000000005,1,Adaptive DDM,1.4161873473592044
422.00000000000006,1,Adaptive DDM,1.5965592707093295
567.0000000000002,1,Adaptive DDM,1.5209976042233322
458.00000000000006,1,Adaptive DDM,1.5762386641359387
1210.0000000000007,0,Adaptive DDM,1.3285441196125336
479.0000000000001,1,Adaptive DDM,1.5648819534514233
806.0000000000002,1,Adaptive DDM,1.4273013736500428
600.0000000000001,1,Adaptive DDM,1.505978024107427
585.0000000000002,0,Adaptive DDM,1.5127130141579168
880.0000000000003,1,Adaptive DDM,1.404471419474929
753.0000000000003,1,Adaptive DDM,1.445282097399231
1004.0000000000005,1,Adaptive DDM,1.3714644845686887
457.00000000000006,0,Adaptive DDM,1.5767884343567264
460.00000000000006,1,Adaptive DDM,1.575141594570681
1224.0000000000007,0,Adaptive DDM,1.3260806500627833
468.00000000000006,1,Adaptive DDM,1.5707860807845893
812.0000000000002,1,Adaptive DDM,1.4253544356500063
1239.0000000000007,0,Adaptive DDM,1.323497999213093
890.0000000000003,1,Adaptive DDM,1.4015761172363081
648.0000000000001,1,Adaptive DDM,1.4854166959131148
568.0000000000002,0,Adaptive DDM,1.5205314575144313
1162.0000000000007,1,Adaptive DDM,1.3373940716489492
930.0000000000003,1,Adaptive DDM,1.3904195926949332
835.0000000000005,0,Adaptive DDM,1.418051409181236
521.0000000000001,1,Adaptive DDM,1.5432140941232646
632.0000000000001,1,Adaptive DDM,1.492106655009229
1166.0000000000007,1,Adaptive DDM,1.3366319957330297
1219.0000000000007,1,Adaptive DDM,1.3269545278837847
503.0000000000001,0,Adaptive DDM,1.552333431729245
907.0000000000003,1,Adaptive DDM,1.3967526863573176
693.0000000000002,1,Adaptive DDM,1.4674396203904634
911.0000000000003,1,Adaptive DDM,1.395635525074504
614.0000000000001,1,Adaptive DDM,1.4998272943017894
661.0000000000002,1,Adaptive DDM,1.4800980952315455
1078.0000000000005,1,Adaptive DDM,1.3545008238163732
761.0000000000003,1,Adaptive DDM,1.442475584983006
520.0000000000001,1,Adaptive DDM,1.5437142903178087
573.0000000000002,1,Adaptive DDM,1.5182111834869505
841.0000000000005,1,Adaptive DDM,1.4161873473592044
415.00000000000006,1,Adaptive DDM,1.6006395269095435
620.0000000000001,1,Adaptive DDM,1.4972305515235653
474.0000000000001,1,Adaptive DDM,1.5675535741567437
646.0000000000001,1,Adaptive DDM,1.486244186616291
990.0000000000005,1,Adaptive DDM,1.3748910921978326
1212.0000000000007,0,Adaptive DDM,1.3281890201691855
552.0000000000001,1,Adaptive DDM,1.5280743653324949
535.0000000000001,1,Adaptive DDM,1.5362895602273337
1435.9999999999911,0,Adaptive DDM,1.2944606046666611
669.0000000000002,1,Adaptive DDM,1.4768762875961778
1201.0000000000005,1,Adaptive DDM,1.330155316335205
560.0000000000001,1,Adaptive DDM,1.5242802829715496
1062.0000000000005,1,Adaptive DDM,1.3580107947623297
651.0000000000002,1,Adaptive DDM,1.4841801051973624
1321.0000000000007,1,Adaptive DDM,1.310362156477495
731.0000000000003,1,Adaptive DDM,1.4531759386408007
854.0000000000003,0,Adaptive DDM,1.4122056418835798
1074.0000000000005,1,Adaptive DDM,1.3553704349839422
738.0000000000002,1,Adaptive DDM,1.4506359495638332
615.0000000000002,1,Adaptive DDM,1.499392879253076
491.0000000000001,0,Adaptive DDM,1.5585512257671803
640.0000000000001,0,Adaptive DDM,1.4887416058247185
1597.9999999999732,1,Adaptive DDM,1.276240046275985
993.0000000000005,0,Adaptive DDM,1.3741507493037821
751.0000000000003,1,Adaptive DDM,1.4459890035204312
876.0000000000003,1,Adaptive DDM,1.4056417554888143
466.00000000000006,0,Adaptive DDM,1.5718700641890624
790.0000000000002,0,Adaptive DDM,1.432579693094071
654.0000000000001,1,Adaptive DDM,1.4829490666381093
661.0000000000002,1,Adaptive DDM,1.4800980952315455
778.0000000000002,0,Adaptive DDM,1.4366224028045862
1562.999999999977,0,Adaptive DDM,1.2798105544824612
864.0000000000003,1,Adaptive DDM,1.4091951920746155
628.0000000000001,1,Adaptive DDM,1.4938043830301662
1201.0000000000005,1,Adaptive DDM,1.330155316335205
502.0000000000001,1,Adaptive DDM,1.5528473171945842
576.0000000000002,1,Adaptive DDM,1.5168273491237958
578.0000000000002,1,Adaptive DDM,1.5159082464198075
678.0000000000001,1,Adaptive DDM,1.4732976677477303
1361.9999999999993,1,Adaptive DDM,1.304375849484374
797.0000000000003,1,Adaptive DDM,1.4302548331906872
722.0000000000002,1,Adaptive DDM,1.4564810732746503
862.0000000000003,1,Adaptive DDM,1.4097936749262547
625.0000000000002,1,Adaptive DDM,1.4950843805883127
465.00000000000006,1,Adaptive DDM,1.5724132765927963
707.0000000000003,0,Adaptive DDM,1.4620897585179042
463.00000000000006,1,Adaptive DDM,1.573502148914403
942.0000000000003,1,Adaptive DDM,1.3872010934189196
623.0000000000002,1,Adaptive DDM,1.4959409178936327
1180.0000000000007,1,Adaptive DDM,1.3340004517430615
1598.9999999999732,0,Adaptive DDM,1.276140760689377
823.0000000000005,1,Adaptive DDM,1.421830242014058
508.0000000000001,1,Adaptive DDM,1.5497755350937878
735.0000000000003,1,Adaptive DDM,1.4517212514346336
474.0000000000001,1,Adaptive DDM,1.5675535741567437
614.0000000000001,1,Adaptive DDM,1.4998272943017894
613.0000000000002,1,Adaptive DDM,1.5002623614620372
748.0000000000002,1,Adaptive DDM,1.4470533470130524
532.0000000000001,1,Adaptive DDM,1.5377611718912567
1490.999999999985,1,Adaptive DDM,1.2877722908253642
653.0000000000002,1,Adaptive DDM,1.483358797459358
1026.0000000000005,0,Adaptive DDM,1.3662231148243746
671.0000000000002,1,Adaptive DDM,1.4760768584766404
811.0000000000003,1,Adaptive DDM,1.4256777096984037
871.0000000000003,0,Adaptive DDM,1.407114584861246
1458.9999999999886,0,Adaptive DDM,1.2915964053313322
537.0000000000001,1,Adaptive DDM,1.5353121583824703
675.0000000000002,0,Adaptive DDM,1.474485177144817
682.0000000000001,0,Adaptive DDM,1.4717226116347484
643.0000000000002,0,Adaptive DDM,1.4874900866286365
944.0000000000003,0,Adaptive DDM,1.3866702867467762
1286.0000000000007,1,Adaptive DDM,1.315771933847359
596.0000000000002,1,Adaptive DDM,1.5077592305277165
565.0000000000001,1,Adaptive DDM,1.5219319979257606
444.00000000000006,1,Adaptive DDM,1.5840109999778913
656.0000000000001,1,Adaptive DDM,1.4821314464816449
715.0000000000003,1,Adaptive DDM,1.4590827594937361
591.0000000000002,1,Adaptive DDM,1.5100008202105433
603.0000000000002,0,Adaptive DDM,1.5046491152863242
508.0000000000001,1,Adaptive DDM,1.5497755350937878
660.0000000000001,1,Adaptive DDM,1.480503546386737
589.0000000000002,1,Adaptive DDM,1.5109021740258826
587.0000000000002,1,Adaptive DDM,1.5118062359628193
636.0000000000001,0,Adaptive DDM,1.4904190828583397
1297.0000000000007,1,Adaptive DDM,1.314041016278832
799.0000000000003,1,Adaptive DDM,1.4295950588474606
586.0000000000002,1,Adaptive DDM,1.5122592850186085
716.0000000000002,1,Adaptive DDM,1.4587094154325435
1305.0000000000007,0,Adaptive DDM,1.3127999851625216
960.0000000000005,1,Adaptive DDM,1.3824806762897097
820.0000000000002,1,Adaptive DDM,1.4227856261051162
1124.0000000000005,1,Adaptive DDM,1.3448664741611007
833.0000000000005,1,Adaptive DDM,1.418676500577055
563.0000000000001,1,Adaptive DDM,1.5228691990182759
1135.0000000000007,0,Adaptive DDM,1.3426594354785366
711.0000000000003,0,Adaptive DDM,1.4605817485208155
705.0000000000003,1,Adaptive DDM,1.4628471633326265
1559.9999999999775,1,Adaptive DDM,1.280125409870938
670.0000000000001,0,Adaptive DDM,1.4764762732505456
498.0000000000001,1,Adaptive DDM,1.5549105847105007
1411.9999999999936,1,Adaptive DDM,1.2975565796258526
1040.0000000000005,1,Adaptive DDM,1.36297663674014
437.00000000000006,1,Adaptive DDM,1.5879588051846008
452.00000000000006,1,Adaptive DDM,1.5795496893773584
775.0000000000003,1,Adaptive DDM,1.4376445016147386
1544.999999999979,0,Adaptive DDM,1.2817211159683468
598.0000000000002,1,Adaptive DDM,1.5068672914137586
1945.999999999935,1,Adaptive DDM,1.2493023851820082
411.00000000000006,1,Adaptive DDM,1.6029904096666279
647.0000000000002,1,Adaptive DDM,1.4858301309557473
982.0000000000005,1,Adaptive DDM,1.3768817050942879
728.0000000000002,0,Adaptive DDM,1.4542726962184562
609.0000000000002,0,Adaptive DDM,1.5020091708184538
541.0000000000001,1,Adaptive DDM,1.5333661293573344
447.00000000000006,0,Adaptive DDM,1.582331731665458
580.0000000000002,0,Adaptive DDM,1.5149918968921017
1545.9999999999789,1,Adaptive DDM,1.2816136149403219
523.0000000000001,1,Adaptive DDM,1.5422159498059789
673.0000000000002,1,Adaptive DDM,1.4752798240506253
1012.0000000000005,1,Adaptive DDM,1.3695384898341532
542.0000000000001,1,Adaptive DDM,1.5328814437683687
1212.0000000000007,1,Adaptive DDM,1.3281890201691855
1136.0000000000005,1,Adaptive DDM,1.3424605954925908
607.0000000000002,1,Adaptive DDM,1.5028865136872052
945.0000000000003,0,Adaptive DDM,1.3864054799713887
589.0000000000002,0,Adaptive DDM,1.5109021740258826
2087.999999999919,1,Adaptive DDM,1.241762463792087
844.0000000000003,0,Adaptive DDM,1.4152615888150293
531.0000000000001,1,Adaptive DDM,1.5382531825648467
1257.0000000000005,0,Adaptive DDM,1.3204745534245845
474.0000000000001,0,Adaptive DDM,1.5675535741567437
1107.0000000000007,1,Adaptive DDM,1.348349792814759
857.0000000000003,1,Adaptive DDM,1.4112977607596813
502.0000000000001,0,Adaptive DDM,1.5528473171945842
1292.0000000000007,0,Adaptive DDM,1.314824257383627
473.0000000000001,1,Adaptive DDM,1.568090306966949
573.0000000000002,0,Adaptive DDM,1.5182111834869505
587.0000000000002,0,Adaptive DDM,1.5118062359628193
503.0000000000001,1,Adaptive DDM,1.552333431729245
909.0000000000003,1,Adaptive DDM,1.396193267845577
781.0000000000003,1,Adaptive DDM,1.4356048931058347
750.0000000000002,0,Adaptive DDM,1.4463432526461344
717.0000000000003,1,Adaptive DDM,1.4583366309676404
806.0000000000002,1,Adaptive DDM,1.4273013736500428
1011.0000000000006,0,Adaptive DDM,1.3697779771394796
606.0000000000001,1,Adaptive DDM,1.5033261731198744
883.0000000000003,1,Adaptive DDM,1.4035982641601992
1107.0000000000007,1,Adaptive DDM,1.348349792814759
753.0000000000003,1,Adaptive DDM,1.445282097399231
1002.0000000000005,1,Adaptive DDM,1.3719496053397109
464.00000000000006,1,Adaptive DDM,1.5729573044265557
575.0000000000002,1,Adaptive DDM,1.5172879355009046
708.0000000000002,1,Adaptive DDM,1.4617119073393585
1628.9999999999698,1,Adaptive DDM,1.2732304006655706
1100.0000000000005,1,Adaptive DDM,1.3498101189347222
612.0000000000001,0,Adaptive DDM,1.5006980817127207
763.0000000000003,1,Adaptive DDM,1.4417792033228334
1099.0000000000007,1,Adaptive DDM,1.3500199914781807
1913.9999999999384,1,Adaptive DDM,1.2512349092172221
1036.0000000000005,1,Adaptive DDM,1.3638972556554716
694.0000000000002,1,Adaptive DDM,1.4670537504346952
524.0000000000001,1,Adaptive DDM,1.5417179994374122
522.0000000000001,1,Adaptive DDM,1.5427146476605729
1243.0000000000007,1,Adaptive DDM,1.322819050101994
636.0000000000001,1,Adaptive DDM,1.4904190828583397
970.0000000000005,1,Adaptive DDM,1.379912773563804
538.0000000000001,1,Adaptive DDM,1.5348245559381553
840.0000000000003,0,Adaptive DDM,1.4164968604570327
570.0000000000002,1,Adaptive DDM,1.5196012591371026
609.0000000000002,1,Adaptive DDM,1.5020091708184538
555.0000000000001,1,Adaptive DDM,1.526646246366123
1469.9999999999873,0,Adaptive DDM,1.2902611111150002
1231.0000000000007,1,Adaptive DDM,1.3248681798453155
767.0000000000003,1,Adaptive DDM,1.440392691797006
573.0000000000002,1,Adaptive DDM,1.5182111834869505
535.0000000000001,1,Adaptive DDM,1.5362895602273337
2111.999999999917,1,Adaptive DDM,1.2406393523941461
532.0000000000001,0,Adaptive DDM,1.5377611718912567
772.0000000000002,0,Adaptive DDM,1.4386712102338275
1023.0000000000006,1,Adaptive DDM,1.366927702975432
1277.0000000000007,1,Adaptive DDM,1.317209536941654
1254.0000000000007,0,Adaptive DDM,1.32097280914957
1607.999999999972,1,Adaptive DDM,1.2752538604663324
911.0000000000003,1,Adaptive DDM,1.395635525074504
469.00000000000006,1,Adaptive DDM,1.5702453073448872
619.0000000000002,1,Adaptive DDM,1.497661720646849
518.0000000000001,1,Adaptive DDM,1.54471693640591
625.0000000000002,1,Adaptive DDM,1.4950843805883127
1269.0000000000007,1,Adaptive DDM,1.3185038014408121
1559.9999999999775,0,Adaptive DDM,1.280125409870938
1144.0000000000007,0,Adaptive DDM,1.3408805674750754
770.0000000000002,0,Adaptive DDM,1.4393582539147678
982.0000000000005,1,Adaptive DDM,1.3768817050942879
1441.9999999999905,0,Adaptive DDM,1.2937038696402348
1027.0000000000007,0,Adaptive DDM,1.3659889558152998
1138.0000000000005,1,Adaptive DDM,1.342063809183167
1121.0000000000005,1,Adaptive DDM,1.3454747408684675
1210.0000000000007,1,Adaptive DDM,1.3285441196125336
781.0000000000003,1,Adaptive DDM,1.4356048931058347
981.0000000000005,0,Adaptive DDM,1.3771322154877537
1062.0000000000005,0,Adaptive DDM,1.3580107947623297
1043.0000000000007,1,Adaptive DDM,1.3622897884425351
728.0000000000002,0,Adaptive DDM,1.4542726962184562
407.0,1,Adaptive DDM,1.6053554401209036
1073.0000000000005,1,Adaptive DDM,1.3555886542599591
586.0000000000002,0,Adaptive DDM,1.5122592850186085
328.00000000000006,1,Time Pressure Adaptive,1.5037664925365568
377.0000000000001,1,Time Pressure Adaptive,1.4636068437735257
289.0000000000001,1,Time Pressure Adaptive,1.5402286220523835
361.0000000000001,1,Time Pressure Adaptive,1.4760768584766404
440.00000000000017,1,Time Pressure Adaptive,1.4199323232811638
481.0000000000002,1,Time Pressure Adaptive,1.395635525074504
719.0000000000003,1,Time Pressure Adaptive,1.3009022913910093
415.00000000000017,1,Time Pressure Adaptive,1.436282724023155
766.0000000000005,1,Time Pressure Adaptive,1.2889476684819186
414.00000000000017,1,Time Pressure Adaptive,1.4369625914865192
354.0000000000001,1,Time Pressure Adaptive,1.4817235553067831
307.0000000000001,1,Time Pressure Adaptive,1.5228691990182759
590.0000000000003,1,Time Pressure Adaptive,1.3438587592594329
435.00000000000017,1,Time Pressure Adaptive,1.4231050440478399
426.00000000000017,1,Time Pressure Adaptive,1.428937260861246
371.0000000000001,1,Time Pressure Adaptive,1.468213098889274
333.00000000000006,1,Time Pressure Adaptive,1.499392879253076
332.00000000000006,1,Time Pressure Adaptive,1.5002623614620372
295.0000000000001,1,Time Pressure Adaptive,1.534337684349228
419.00000000000017,0,Time Pressure Adaptive,1.4335835587166224
1095.0000000000007,1,Time Pressure Adaptive,1.2394232508987895
408.0000000000001,1,Time Pressure Adaptive,1.4410849076770553
432.00000000000017,0,Time Pressure Adaptive,1.4250316461491799
383.0000000000001,1,Time Pressure Adaptive,1.4590827594937361
321.0000000000001,1,Time Pressure Adaptive,1.5100008202105433
312.0000000000001,1,Time Pressure Adaptive,1.5182111834869505
656.0000000000003,1,Time Pressure Adaptive,1.3198136906748732
336.00000000000006,1,Time Pressure Adaptive,1.4968000286691439
473.00000000000017,1,Time Pressure Adaptive,1.4001446709903562
593.0000000000003,1,Time Pressure Adaptive,1.3426594354785366
634.0000000000003,1,Time Pressure Adaptive,1.3273059182895017
487.0000000000002,1,Time Pressure Adaptive,1.39232397894955
361.0000000000001,1,Time Pressure Adaptive,1.4760768584766404
321.0000000000001,1,Time Pressure Adaptive,1.5100008202105433
922.0000000000006,1,Time Pressure Adaptive,1.2594412555713501
373.0000000000001,1,Time Pressure Adaptive,1.4666684588499739
372.0000000000001,1,Time Pressure Adaptive,1.4674396203904634
424.00000000000017,1,Time Pressure Adaptive,1.4302548331906872
372.0000000000001,1,Time Pressure Adaptive,1.4674396203904634
530.0000000000002,1,Time Pressure Adaptive,1.3702580307913355
468.00000000000017,1,Time Pressure Adaptive,1.403018339689368
355.0000000000001,1,Time Pressure Adaptive,1.4809096061750222
395.0000000000001,1,Time Pressure Adaptive,1.4502752662196237
331.00000000000006,1,Time Pressure Adaptive,1.5011344560342108
497.0000000000002,1,Time Pressure Adaptive,1.3869354910303833
304.0000000000001,1,Time Pressure Adaptive,1.5256977311112931
600.0000000000003,1,Time Pressure Adaptive,1.3399026350496617
347.0000000000001,0,Time Pressure Adaptive,1.4874900866286365
405.0000000000001,1,Time Pressure Adaptive,1.4431740589250126
995.0000000000006,1,Time Pressure Adaptive,1.2497172343732494
465.00000000000017,1,Time Pressure Adaptive,1.4047633454939197
400.0000000000001,0,Time Pressure Adaptive,1.4466980335442559
659.0000000000003,1,Time Pressure Adaptive,1.3188298016008746
461.00000000000017,1,Time Pressure Adaptive,1.407114584861246
267.00000000000006,1,Time Pressure Adaptive,1.5627590368492672
553.0000000000002,1,Time Pressure Adaptive,1.3595730958343475
527.0000000000002,1,Time Pressure Adaptive,1.3717068630339448
472.00000000000017,1,Time Pressure Adaptive,1.40071596151064
371.0000000000001,1,Time Pressure Adaptive,1.468213098889274
443.00000000000017,1,Time Pressure Adaptive,1.418051409181236
396.0000000000001,1,Time Pressure Adaptive,1.4495555205792345
594.0000000000003,1,Time Pressure Adaptive,1.3422620535430407
348.0000000000001,1,Time Pressure Adaptive,1.4866588638263711
810.0000000000005,1,Time Pressure Adaptive,1.279185078356641
714.0000000000005,1,Time Pressure Adaptive,1.3022761035945185
374.0000000000001,1,Time Pressure Adaptive,1.4658996073273465
463.00000000000017,1,Time Pressure Adaptive,1.4059354383291125
298.0000000000001,1,Time Pressure Adaptive,1.531431741547779
457.00000000000017,0,Time Pressure Adaptive,1.409494209069408
309.0000000000001,1,Time Pressure Adaptive,1.5209976042233322
447.00000000000017,1,Time Pressure Adaptive,1.4155697122330422
322.0000000000001,0,Time Pressure Adaptive,1.5091021664046107
416.00000000000017,1,Time Pressure Adaptive,1.4356048931058347
374.0000000000001,1,Time Pressure Adaptive,1.4658996073273465
708.0000000000005,1,Time Pressure Adaptive,1.303952112285448
595.0000000000003,0,Time Pressure Adaptive,1.3418658619669195
470.00000000000017,1,Time Pressure Adaptive,1.4018636970430967
338.00000000000006,1,Time Pressure Adaptive,1.4950843805883127
330.00000000000006,0,Time Pressure Adaptive,1.5020091708184538
910.0000000000006,1,Time Pressure Adaptive,1.261253566645892
728.0000000000005,1,Time Pressure Adaptive,1.29848076720576
487.0000000000002,1,Time Pressure Adaptive,1.39232397894955
330.00000000000006,1,Time Pressure Adaptive,1.5020091708184538
586.0000000000003,1,Time Pressure Adaptive,1.3454747408684675
573.0000000000003,1,Time Pressure Adaptive,1.3508626368351864
827.0000000000005,0,Time Pressure Adaptive,1.2757451042814305
405.0000000000001,1,Time Pressure Adaptive,1.4431740589250126
364.0000000000001,1,Time Pressure Adaptive,1.4736929106073888
520.0000000000002,1,Time Pressure Adaptive,1.375138614431394
255.00000000000006,1,Time Pressure Adaptive,1.5756897179523
526.0000000000002,1,Time Pressure Adaptive,1.3721927120321573
432.00000000000017,1,Time Pressure Adaptive,1.4250316461491799
541.0000000000002,1,Time Pressure Adaptive,1.3650558242744235
730.0000000000005,1,Time Pressure Adaptive,1.2979514720757996
1114.0000000000007,1,Time Pressure Adaptive,1.2377930283004797
424.00000000000017,1,Time Pressure Adaptive,1.4302548331906872
477.0000000000002,1,Time Pressure Adaptive,1.3978765707570096
476.0000000000002,1,Time Pressure Adaptive,1.398441046759928
875.0000000000005,0,Time Pressure Adaptive,1.2669278802921655
448.00000000000017,1,Time Pressure Adaptive,1.4149539272356777
572.0000000000003,1,Time Pressure Adaptive,1.3512858592619152
642.0000000000003,1,Time Pressure Adaptive,1.3245240916960694
804.0000000000005,1,Time Pressure Adaptive,1.2804416853013587
532.0000000000002,0,Time Pressure Adaptive,1.3692993614904962
701.0000000000003,1,Time Pressure Adaptive,1.3059459688638246
472.00000000000017,1,Time Pressure Adaptive,1.40071596151064
301.0000000000001,1,Time Pressure Adaptive,1.5285518348931386
560.0000000000002,1,Time Pressure Adaptive,1.3564648120303582
414.00000000000017,1,Time Pressure Adaptive,1.4369625914865192
571.0000000000003,1,Time Pressure Adaptive,1.3517103532623311
433.00000000000017,1,Time Pressure Adaptive,1.4243875178862229
814.0000000000005,1,Time Pressure Adaptive,1.2783598188763332
430.00000000000017,1,Time Pressure Adaptive,1.4263257143484707
509.0000000000002,1,Time Pressure Adaptive,1.3806791039951294
561.0000000000002,1,Time Pressure Adaptive,1.3560260760273237
663.0000000000003,0,Time Pressure Adaptive,1.3175316484782003
634.0000000000003,1,Time Pressure Adaptive,1.3273059182895017
332.00000000000006,1,Time Pressure Adaptive,1.5002623614620372
643.0000000000003,1,Time Pressure Adaptive,1.3241810342644218
423.00000000000017,1,Time Pressure Adaptive,1.4309165898288991
496.0000000000002,1,Time Pressure Adaptive,1.3874670945099912
378.0000000000001,1,Time Pressure Adaptive,1.4628471633326265
309.0000000000001,0,Time Pressure Adaptive,1.5209976042233322
509.0000000000002,1,Time Pressure Adaptive,1.3806791039951294
537.0000000000002,1,Time Pressure Adaptive,1.366927702975432
513.0000000000002,1,Time Pressure Adaptive,1.378643194634207
501.0000000000002,1,Time Pressure Adaptive,1.3848249536884574
391.0000000000001,1,Time Pressure Adaptive,1.4531759386408007
587.0000000000003,1,Time Pressure Adaptive,1.3450689256730166
363.0000000000001,1,Time Pressure Adaptive,1.474485177144817
310.0000000000001,1,Time Pressure Adaptive,1.5200660095014409
581.0000000000003,1,Time Pressure Adaptive,1.3475221793810106
426.00000000000017,1,Time Pressure Adaptive,1.428937260861246
442.00000000000017,1,Time Pressure Adaptive,1.418676500577055
426.00000000000017,1,Time Pressure Adaptive,1.428937260861246
366.0000000000001,1,Time Pressure Adaptive,1.472115490137413
317.0000000000001,1,Time Pressure Adaptive,1.5136225167721853
534.0000000000002,1,Time Pressure Adaptive,1.3683464269838748
553.0000000000002,1,Time Pressure Adaptive,1.3595730958343475
359.0000000000001,1,Time Pressure Adaptive,1.4776781186041053
479.0000000000002,1,Time Pressure Adaptive,1.3967526863573176
528.0000000000002,1,Time Pressure Adaptive,1.3712224693985913
372.0000000000001,1,Time Pressure Adaptive,1.4674396203904634
773.0000000000003,1,Time Pressure Adaptive,1.2873070541860372
1090.0000000000007,0,Time Pressure Adaptive,1.2398679263908272
505.0000000000002,1,Time Pressure Adaptive,1.3827395914419618
550.0000000000002,1,Time Pressure Adaptive,1.3609253296213322
442.00000000000017,0,Time Pressure Adaptive,1.418676500577055
313.0000000000001,1,Time Pressure Adaptive,1.5172879355009046
356.0000000000001,1,Time Pressure Adaptive,1.4800980952315455
350.0000000000001,1,Time Pressure Adaptive,1.4850038805581642
336.00000000000006,1,Time Pressure Adaptive,1.4968000286691439
378.0000000000001,1,Time Pressure Adaptive,1.4628471633326265
382.0000000000001,1,Time Pressure Adaptive,1.4598311297663487
